DENSITY	T_SET	T_OUT	T_OUT_ERR	CV	CV_ERR	P	P_ERR
0.6000000238418579	2.0	1.9830647640104484	0.0070026475099357471	1599.156565891288	92.842859436521721	1.4479294653411308	0.030900116236322977
0.75	2.0	1.9988917646997149	0.0065090401321580508	1770.2740271106725	145.64732885991819	2.6666051926283854	0.033989534006864296
0.8799999952316284	2.0	1.9983400364618813	0.0074042348550510759	1925.4248874483715	225.03174493617169	4.6439613504649193	0.038675816024864057
0.949999988079071	2.0	2.0450131330030237	0.0077767043336285559	2073.1476354532488	310.11326180629447	6.228249529136705	0.039617196174243571
1.0	2.0	2.0287028726308374	0.0064846745734455152	2195.9439842864158	312.32998484966231	7.6049776718506399	0.035635487920751309
1.2000000476837158	2.0	1.9867724427453546	0.0023863639931115455	2325.6569811271333	444.64372888666401	12.033207192208799	0.016610330367182975
0.30000001192092896	2.5	2.4950777937915465	0.009481220981168683	1407.7849462613792	26.272372289410736	0.99287997730951816	0.018972299368773361
0.44999998807907104	2.5	2.5094628901571099	0.0079895006162859616	1487.9561266820801	56.454735076615066	1.2321179869386933	0.027892566115992983
0.6000000238418579	2.5	2.497151369203245	0.0080710227235412935	1588.7098271287168	97.195417711664192	1.7938663323553994	0.030882137040937709
0.75	2.5	2.5289988623919948	0.0074035909542913975	1779.844281848797	139.58816304242711	2.9935270332304986	0.030598584248315876
0.8799999952316284	2.5	2.4262715245876754	0.0076891428857966179	1928.2597504303369	216.10079040499312	4.7771911549918711	0.03025024000703706
0.949999988079071	2.5	2.5005288380690929	0.010978164992330482	2032.2543379285557	312.26651322070808	6.1839900077901317	0.045033595692851168
1.0	2.5	2.5575917288439265	0.010319723669541736	2090.1940573773982	305.61955209054236	7.3857299528452955	0.042533898434253509
1.2000000476837158	2.5	2.5030659293156292	0.0037114597837407566	2509.4542435524017	483.15946047578217	11.040818538878066	0.018948989153820758
0.30000001192092896	3.0	2.9839277385637089	0.0093254065310898367	1410.0133263397595	32.385320904327287	1.1076024006039633	0.018639310924763185
0.44999998807907104	3.0	2.9795905858862182	0.0072074654562284193	1482.8372198249069	53.507123026355892	1.3958361072061194	0.020723681336488047
0.6000000238418579	3.0	3.0259947864852004	0.0076034187204931875	1567.4590065126288	79.68763360060322	2.0125238710552242	0.022560606962102644
0.75	3.0	2.9795824490439724	0.0087250152203096672	1762.3540811980652	134.91952252140948	3.1425899716268813	0.028294748232629022
0.8799999952316284	3.0	3.0370369887644766	0.011853262719672082	1938.0472094038553	182.45233244371926	4.8319038491501027	0.034491634076877983
0.949999988079071	3.0	3.0464184851734277	0.0089479631802499762	2032.0149807776527	286.74804977817467	6.0839002234486612	0.029749241245948872
1.0	3.0	3.013137266534947	0.012414632078985152	2052.3898039350456	268.94690540522004	7.1797998607569271	0.042921965170832063
1.2000000476837158	3.0	3.0492274677653612	0.032541756016377849	2489.8562932505984	580.52189435311425	10.478443829829946	0.13172347416377039
